household_key,primer_dia,ultimo_dia,frecuencia_cestas,clv_historico,n_lineas,recencia_dias,tenencia_dias,gasto_medio_cesta,tenencia_corta,n_categorias_distintas,log_clv_historico,gasto_medio_semanal_base,gasto_medio_semanal_reciente,tendencia_no_disponible,tendencia_relativa,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,KID_CATEGORY_DESC,AGE_DESC_cod,MARITAL_STATUS_CODE_cod,INCOME_DESC_cod,HOMEOWNER_DESC_cod,HH_COMP_DESC_cod,KID_CATEGORY_DESC_cod,tamano_medio_cesta,descuento_total,target_campana,n_campanas,nivel_valor,nivel_tendencia,cuadrante
437,9,701,89,5885.34,1750,4,693,66.12741573033708,False,168,8.680389691311337,62.00056338028169,41.27583333333333,False,-0.3342668020584396,25-34,A,50-74K,Homeowner,2 Adults Kids,3+,1.0,0.0,4.0,0.0,1.0,2.0,19.662921348314608,1149.1200000000001,1,8,Alto,Descendente,Alto valor / Descendente
438,103,704,67,4456.52,1492,1,602,66.51522388059702,False,154,8.402347836547197,43.5387323943662,111.8675,False,1.5693788920339666,35-44,A,50-74K,Probable Owner,2 Adults No Kids,None/Unknown,2.0,0.0,4.0,1.0,2.0,3.0,22.26865671641791,996.52,1,2,Alto,Ascendente,Alto valor / Ascendente
439,102,699,37,559.49,181,6,598,15.121351351351352,False,54,6.3288114011398555,6.6595774647887325,4.005,False,-0.39861049425797856,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.891891891891892,46.5,1,1,Bajo,Descendente,Bajo valor / Descendente
440,113,489,6,83.88,27,216,377,13.979999999999999,False,20,4.441238494305727,0.5280281690140846,0.0,True,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.5,10.07,0,0,Bajo,Sin tendencia disponible,Sin tendencia disponible
441,116,697,75,2364.54,817,8,582,31.5272,False,89,7.768761604672474,28.34380281690141,22.418333333333333,False,-0.2090569681791153,45-54,B,50-74K,Homeowner,Single Female,None/Unknown,3.0,1.0,4.0,0.0,4.0,3.0,10.893333333333333,289.82000000000005,1,1,Alto,Descendente,Alto valor / Descendente
442,77,705,205,2993.73,1028,0,629,14.603560975609756,False,156,8.004609356235354,27.120985915492955,83.44583333333334,False,2.0767994052039467,25-34,U,15-24K,Unknown,1 Adult Kids,1,1.0,3.0,1.0,5.0,0.0,0.0,5.014634146341463,568.55,1,2,Alto,Ascendente,Alto valor / Ascendente
443,70,701,101,2622.91,954,4,632,25.969405940594058,False,113,7.872420850695275,29.77492957746479,38.847500000000004,False,0.30470501698186403,45-54,A,25-34K,Homeowner,2 Adults No Kids,None/Unknown,3.0,0.0,2.0,0.0,2.0,3.0,9.445544554455445,745.43,1,4,Alto,Ascendente,Alto valor / Ascendente
444,68,571,44,1261.6200000000001,413,134,504,28.67318181818182,False,101,7.140944206137547,14.426760563380281,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.386363636363637,165.29000000000002,0,0,Bajo,Descendente,Bajo valor / Descendente
445,72,636,232,2696.5,819,69,565,11.622844827586206,False,136,7.90008069713229,32.635774647887324,3.408333333333333,False,-0.8955645033676574,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,3.5301724137931036,415.81999999999994,1,6,Alto,Descendente,Alto valor / Descendente
446,111,702,30,212.05,61,3,592,7.068333333333333,False,41,5.361526879945921,2.473943661971831,2.6758333333333333,False,0.0816064142708037,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,2.033333333333333,8.17,0,0,Bajo,Ascendente,Bajo valor / Ascendente
447,48,705,133,1624.97,571,0,658,12.21781954887218,False,110,7.3938598397530475,15.210704225352114,27.98,False,0.8394940553353827,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.293233082706767,314.46,1,4,Bajo,Ascendente,Bajo valor / Ascendente
448,29,694,44,479.78,106,11,666,10.90409090909091,False,54,6.175409785018034,3.7340845070422537,17.581666666666667,False,3.7084276302554815,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,2.409090909090909,52.22,0,0,Bajo,Ascendente,Bajo valor / Ascendente
449,99,705,34,827.44,241,0,607,24.336470588235297,False,78,6.719544414207951,5.551267605633803,33.479166666666664,False,5.030904839228024,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.088235294117647,132.32,0,0,Bajo,Ascendente,Bajo valor / Ascendente
450,110,695,65,1540.45,740,10,586,23.69923076923077,False,98,7.3404788108611285,18.046901408450704,19.348333333333333,False,0.07211387126397306,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,11.384615384615385,402.23,1,1,Bajo,Ascendente,Bajo valor / Ascendente
451,10,702,156,2308.28,671,3,693,14.796666666666669,False,128,7.744691066619254,24.260140845070424,25.418333333333333,False,0.047740550875583626,25-34,B,Under 15K,Renter,2 Adults No Kids,None/Unknown,1.0,1.0,0.0,3.0,2.0,3.0,4.301282051282051,329.1,1,3,Alto,Ascendente,Alto valor / Ascendente
452,109,691,26,786.99,335,14,583,30.268846153846155,False,89,6.669485399422026,8.693943661971831,12.762500000000001,False,0.4679759262559335,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.884615384615385,356.5,0,0,Bajo,Ascendente,Bajo valor / Ascendente
453,77,602,32,731.27,186,103,526,22.8521875,False,85,6.596149298410983,9.754507042253522,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.8125,82.99,0,0,Bajo,Descendente,Bajo valor / Descendente
454,10,705,352,8113.96,3086,0,696,23.051022727272727,False,159,9.001464550792981,81.86422535211267,101.80583333333334,False,0.24359368082270674,55-64,U,35-49K,Unknown,Single Male,None/Unknown,4.0,3.0,3.0,5.0,5.0,3.0,8.767045454545455,2588.97,1,8,Alto,Ascendente,Alto valor / Ascendente
455,63,565,24,1070.75,295,140,503,44.614583333333336,False,88,6.977048105478087,11.58549295774648,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.291666666666666,119.74,0,0,Bajo,Descendente,Bajo valor / Descendente
456,23,701,94,6314.03,1592,4,679,67.17053191489362,False,174,8.750687785367132,63.39619718309859,62.990833333333335,False,-0.006394135102370594,19-24,B,50-74K,Homeowner,2 Adults No Kids,None/Unknown,0.0,1.0,4.0,0.0,2.0,3.0,16.93617021276596,922.56,1,10,Alto,Descendente,Alto valor / Descendente
457,76,694,78,718.0,386,11,619,9.205128205128204,False,95,6.577861357721047,5.76056338028169,18.256666666666668,False,2.1692502037489816,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.948717948717949,144.98,0,0,Bajo,Ascendente,Bajo valor / Ascendente
458,115,701,126,1660.9,734,4,587,13.181746031746032,False,119,7.415716805133478,19.345352112676057,20.955000000000002,False,0.08320592346671332,55-64,A,35-49K,Homeowner,Single Female,None/Unknown,4.0,0.0,3.0,0.0,4.0,3.0,5.825396825396825,758.54,1,5,Bajo,Ascendente,Bajo valor / Ascendente
459,39,704,67,1194.94,310,1,666,17.83492537313433,False,56,7.08668776602808,12.453239436619718,19.895,False,0.5975762853717569,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.626865671641791,96.75999999999999,1,2,Bajo,Ascendente,Bajo valor / Ascendente
460,79,689,111,734.5,337,16,611,6.617117117117117,False,85,6.6005505400414926,8.264788732394365,6.935,False,-0.16089809134287655,65+,B,25-34K,Homeowner,Single Female,None/Unknown,5.0,1.0,2.0,0.0,4.0,3.0,3.036036036036036,148.72000000000003,1,4,Bajo,Descendente,Bajo valor / Descendente
461,76,684,39,664.8,302,21,609,17.046153846153846,False,79,6.5009893251409245,7.38056338028169,5.5874999999999995,False,-0.2429439716041373,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.743589743589744,196.44,0,0,Bajo,Descendente,Bajo valor / Descendente
462,50,702,96,1497.06,577,3,653,15.594375,False,124,7.311926216679588,16.267042253521126,10.363333333333333,False,-0.36292454572741334,65+,U,100-124K,Unknown,Single Male,None/Unknown,5.0,3.0,6.0,5.0,5.0,3.0,6.010416666666667,270.54,1,1,Bajo,Descendente,Bajo valor / Descendente
463,93,705,585,5784.28,1379,0,613,9.88765811965812,False,126,8.663072039493649,68.37661971830985,50.387499999999996,False,-0.26308875449560637,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,2.3572649572649573,1240.6299999999999,1,4,Alto,Descendente,Alto valor / Descendente
464,65,703,170,3493.1,1426,2,639,20.54764705882353,False,132,8.158831110776715,38.91718309859155,41.295833333333334,False,0.06112082235540499,65+,A,50-74K,Homeowner,2 Adults No Kids,None/Unknown,5.0,0.0,4.0,0.0,2.0,3.0,8.388235294117647,1383.57,1,10,Alto,Ascendente,Alto valor / Ascendente
465,76,696,44,382.55,176,9,621,8.694318181818183,False,70,5.949469990405305,3.967464788732394,5.548333333333333,False,0.39845811589572455,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.0,66.42,0,0,Bajo,Ascendente,Bajo valor / Ascendente
466,99,670,17,423.32,118,35,572,24.901176470588236,False,56,6.050487887557443,3.5212676056338026,13.457500000000001,False,2.821777128914844,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.9411764705882355,57.11,0,0,Bajo,Ascendente,Bajo valor / Ascendente
467,8,701,144,2632.39,820,4,694,18.28048611111111,False,149,7.876027268542815,27.96845070422535,23.122500000000002,False,-0.1732648960599467,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.694444444444445,538.69,1,7,Alto,Descendente,Alto valor / Descendente
468,54,705,333,5824.41,1865,0,652,17.49072072072072,False,165,8.669984662223,54.596478873239434,128.1341666666667,False,1.3469309616864666,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.6006006006006,931.64,1,7,Alto,Ascendente,Alto valor / Ascendente
469,46,698,165,7748.49,2651,7,653,46.96054545454545,False,179,8.955382313730441,76.56084507042253,71.7775,False,-0.062477694257719985,45-54,U,75-99K,Probable Owner,Single Female,None/Unknown,3.0,3.0,5.0,1.0,4.0,3.0,16.066666666666666,1302.08,1,6,Alto,Descendente,Alto valor / Descendente
470,11,704,155,2294.76,677,1,694,14.804903225806454,False,81,7.7388192223591314,24.29281690140845,30.083333333333332,False,0.23836331765992766,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.367741935483871,159.68,1,6,Alto,Ascendente,Alto valor / Ascendente
471,57,693,49,1469.66,483,12,637,29.993061224489797,False,117,7.29346655860344,12.955492957746479,33.96333333333333,False,1.6215392532034554,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.857142857142858,373.71999999999997,0,0,Bajo,Ascendente,Bajo valor / Ascendente
472,48,663,96,8295.58,2302,42,616,86.41229166666666,False,174,9.023598660676734,93.38352112676057,0.27416666666666667,False,-0.9970640787222564,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,23.979166666666668,1373.51,1,8,Alto,Descendente,Alto valor / Descendente
473,81,692,69,3162.4900000000002,898,13,612,45.8331884057971,False,119,8.05943112752615,36.45492957746479,14.891666666666667,False,-0.5915047199577587,45-54,U,50-74K,Homeowner,Unknown,None/Unknown,3.0,3.0,4.0,0.0,6.0,3.0,13.014492753623188,677.89,1,2,Alto,Descendente,Alto valor / Descendente
474,4,690,34,1783.15,718,15,687,52.44558823529412,False,101,7.486697390322858,9.884788732394368,77.99083333333333,False,6.889984848916624,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,21.11764705882353,531.01,0,0,Bajo,Ascendente,Bajo valor / Ascendente
475,40,697,40,1467.8700000000001,549,8,658,36.69675,False,128,7.292248676682692,18.279295774647885,12.833333333333334,False,-0.2979306483386369,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,13.725,272.16,1,1,Bajo,Descendente,Bajo valor / Descendente
476,32,645,29,1551.27,539,60,614,53.49206896551724,False,79,7.347473654684465,13.196901408450705,4.5175,False,-0.6576847958334223,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,18.586206896551722,241.29,1,1,Bajo,Descendente,Bajo valor / Descendente
477,53,694,65,812.28,334,11,642,12.496615384615383,False,102,6.701075453698592,6.1374647887323945,14.149999999999999,False,1.3055122085551676,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.138461538461539,163.66,0,0,Bajo,Ascendente,Bajo valor / Ascendente
478,111,676,20,286.02,56,29,566,14.300999999999998,False,26,5.659551899742786,2.2438028169014084,2.5108333333333337,False,0.11900801372585963,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,2.8,29.23,0,0,Bajo,Ascendente,Bajo valor / Ascendente
479,94,704,185,1773.3,803,1,611,9.585405405405405,False,138,7.481161257929534,22.733661971830983,9.416666666666666,False,-0.5857831141179654,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.34054054054054,415.42,1,2,Bajo,Descendente,Bajo valor / Descendente
480,2,673,92,3646.39,1147,32,672,39.63467391304348,False,161,8.20176712229997,30.47676056338028,17.570833333333333,False,-0.4234678158529165,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.467391304347826,772.7699999999999,1,4,Alto,Descendente,Alto valor / Descendente
481,32,685,49,2055.92,805,20,654,41.95755102040817,False,126,7.628964997306966,20.824647887323945,21.31833333333333,False,0.023706784800423705,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,16.428571428571427,433.12,1,1,Bajo,Ascendente,Bajo valor / Ascendente
482,73,701,60,1698.07,629,4,629,28.301166666666667,False,116,7.437836321529504,16.902676056338027,31.605833333333333,False,0.8698715651881666,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,10.483333333333333,381.61,1,1,Bajo,Ascendente,Bajo valor / Ascendente
483,31,705,97,2674.71,837,0,675,27.574329896907216,False,133,7.891970044673049,29.808028169014083,23.736666666666668,False,-0.20368209087572894,45-54,U,35-49K,Unknown,Single Female,None/Unknown,3.0,3.0,3.0,5.0,4.0,3.0,8.628865979381443,814.23,1,3,Alto,Descendente,Alto valor / Descendente
484,32,702,136,2907.03,1156,3,671,21.375220588235294,False,139,7.975231154968835,32.09929577464789,38.97166666666667,False,0.21409724812239014,25-34,U,15-24K,Unknown,2 Adults No Kids,None/Unknown,1.0,3.0,1.0,5.0,2.0,3.0,8.5,508.8,1,3,Alto,Ascendente,Alto valor / Ascendente
485,117,705,161,5392.01,1509,0,589,33.49074534161491,False,137,8.592858949591024,62.239295774647886,79.65166666666667,False,0.27976490857262265,35-44,U,25-34K,Homeowner,Single Male,None/Unknown,2.0,3.0,2.0,0.0,5.0,3.0,9.372670807453416,1508.8999999999999,1,2,Alto,Ascendente,Alto valor / Ascendente
486,100,694,29,922.39,417,11,595,31.80655172413793,False,89,6.828051680471256,10.720281690140846,6.8875,False,-0.35752621068397406,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,14.379310344827585,128.97000000000003,0,0,Bajo,Descendente,Bajo valor / Descendente
487,101,669,9,133.68,40,36,569,14.853333333333333,False,26,4.9029015942928735,1.2653521126760563,2.23,False,0.7623552983081033,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.444444444444445,22.04,0,0,Bajo,Ascendente,Bajo valor / Ascendente
488,69,661,20,406.96,178,44,593,20.348,False,62,6.011169130382317,3.498732394366197,4.033333333333333,False,0.15279846490345267,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.9,48.269999999999996,0,0,Bajo,Ascendente,Bajo valor / Ascendente
489,87,704,206,5725.83,1683,1,618,27.795291262135922,False,160,8.652917428000077,62.472535211267605,94.995,False,0.5205882021395318,55-64,U,150-174K,Unknown,Single Female,None/Unknown,4.0,3.0,8.0,5.0,4.0,3.0,8.169902912621358,771.32,1,6,Alto,Ascendente,Alto valor / Ascendente
490,34,692,80,3886.87,1290,13,659,48.585875,False,130,8.265616728807336,41.45112676056338,35.725,False,-0.1381416431364954,35-44,A,75-99K,Homeowner,2 Adults Kids,3+,2.0,0.0,5.0,0.0,1.0,2.0,16.125,1576.35,1,5,Alto,Descendente,Alto valor / Descendente
491,67,704,123,4742.01,1124,1,638,38.552926829268294,False,154,8.464427234245589,46.567887323943665,71.46333333333334,False,0.5346054425060692,45-54,A,75-99K,Unknown,Single Female,None/Unknown,3.0,0.0,5.0,5.0,4.0,3.0,9.138211382113822,536.0600000000001,1,5,Alto,Ascendente,Alto valor / Ascendente
492,118,633,117,7148.28,2074,72,516,61.09641025641025,False,158,8.87476693131684,96.48281690140844,18.473333333333333,False,-0.8085324006220671,45-54,U,50-74K,Homeowner,2 Adults No Kids,None/Unknown,3.0,3.0,4.0,0.0,2.0,3.0,17.726495726495727,1534.87,1,8,Alto,Descendente,Alto valor / Descendente
493,75,702,194,4907.55,1732,3,628,25.296649484536083,False,148,8.498733861492022,53.66014084507042,76.745,False,0.4302049676235673,55-64,U,50-74K,Unknown,Unknown,None/Unknown,4.0,3.0,4.0,5.0,6.0,3.0,8.927835051546392,782.36,1,5,Alto,Ascendente,Alto valor / Ascendente
494,94,94,1,8.17,4,611,1,8.17,True,4,2.2159372862683733,0.0,0.0,True,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.0,0.25,0,0,Bajo,Sin tendencia disponible,Sin tendencia disponible
495,61,682,73,3050.52,880,23,622,41.78794520547945,False,140,8.023395106116766,35.473098591549295,10.595,False,-0.7013229624512128,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.054794520547945,1072.9399999999998,1,6,Alto,Descendente,Alto valor / Descendente
496,114,652,13,648.4,123,53,539,49.87692307692308,False,54,6.4760488596687455,6.710845070422535,7.7683333333333335,False,0.15757900112633885,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.461538461538462,106.12,0,0,Bajo,Ascendente,Bajo valor / Ascendente
497,108,703,63,766.4,325,2,596,12.165079365079364,False,78,6.643008177812852,5.552112676056338,11.719166666666666,False,1.110758075427025,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.158730158730159,168.58999999999997,0,0,Bajo,Ascendente,Bajo valor / Ascendente
498,49,662,57,887.7,377,43,614,15.573684210526316,False,102,6.78975972074443,11.091549295774648,7.035833333333334,False,-0.365658201058201,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.614035087719298,142.53,1,1,Bajo,Descendente,Bajo valor / Descendente
499,40,544,70,753.36,281,161,505,10.762285714285715,False,81,6.625869707644164,4.142394366197183,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.014285714285714,119.88,0,0,Bajo,Descendente,Bajo valor / Descendente
500,18,453,5,84.82000000000001,35,252,436,16.964000000000002,False,19,4.452252079563379,0.9661971830985915,0.0,True,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.0,6.779999999999999,0,0,Bajo,Sin tendencia disponible,Sin tendencia disponible
501,43,695,22,478.13,147,10,653,21.73318181818182,False,65,6.171971959336328,4.228591549295775,10.3125,False,1.43875528761283,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.681818181818182,118.8,0,0,Bajo,Ascendente,Bajo valor / Ascendente
502,113,702,57,2298.84,883,3,590,40.33052631578948,False,122,7.740594834280078,28.087605633802816,19.249166666666667,False,-0.31467399116780825,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,15.491228070175438,469.48,1,1,Alto,Descendente,Alto valor / Descendente
503,91,702,147,4661.13,1821,3,612,31.708367346938775,False,187,8.447227704234807,51.293661971830986,54.62166666666667,False,0.0648814018516231,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.387755102040817,782.73,1,6,Alto,Ascendente,Alto valor / Ascendente
504,30,620,7,516.34,236,85,591,73.76285714285714,False,77,6.248700298589961,5.516056338028169,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,33.714285714285715,158.15,0,0,Bajo,Descendente,Bajo valor / Descendente
505,115,704,18,188.54,53,1,590,10.474444444444444,False,24,5.244600084042049,1.634507042253521,5.458333333333333,False,2.3394370242711475,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,2.9444444444444446,49.19,0,0,Bajo,Ascendente,Bajo valor / Ascendente
506,52,696,30,1124.49,350,9,645,37.483,False,108,7.025973775367289,10.551408450704225,24.356666666666666,False,1.3083806091347974,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,11.666666666666666,148.64000000000001,0,0,Bajo,Ascendente,Bajo valor / Ascendente
507,69,692,66,1455.43,557,13,624,22.0519696969697,False,98,7.283743514825738,15.37492957746479,11.6725,False,-0.24080953078910255,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.43939393939394,340.53000000000003,1,1,Bajo,Descendente,Bajo valor / Descendente
508,113,692,55,1190.51,391,13,580,21.645636363636363,False,93,7.082976689285785,12.635915492957746,18.510833333333334,False,0.46493804454847765,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.109090909090909,250.89,1,1,Bajo,Ascendente,Bajo valor / Ascendente
509,29,567,16,277.14,68,138,539,17.32125,False,34,5.628124584050465,3.348732394366197,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.25,19.41,0,0,Bajo,Descendente,Bajo valor / Descendente
510,84,700,344,7830.55,3065,5,617,22.763226744186046,False,189,8.965915725971298,90.0681690140845,80.32416666666667,False,-0.10818474999635115,35-44,A,250K+,Homeowner,2 Adults Kids,1,2.0,0.0,11.0,0.0,1.0,0.0,8.909883720930232,1226.6299999999999,1,11,Alto,Descendente,Alto valor / Descendente
